participant,sim_id,trial_index,trial_biome,chosen_block,chosen_row,points,cf_diff,belief_chosen_row,belief_biome_overworld,belief_biome_cave,belief_biome_deep,feedback,salience,salience_mode,forced_creeper_trial
S000,0,30,deep,8,2,1.0,,2.1685272727272724,0.9439528205128205,0.6716827272727273,1.8185773737373736,partial,none,,False
S000,0,31,cave,4,1,0.0,0.0,0.7715285714285715,0.9439528205128205,0.5945298701298701,1.8185773737373736,full,little,consider,False
S000,0,32,deep,12,3,4.0,,3.4412545454545453,0.9439528205128205,0.5945298701298701,1.8496187878787878,full,none,,False
S000,0,33,deep,12,3,0.0,,2.9118307692307694,0.9439528205128205,0.5945298701298701,1.7172628438228439,partial,none,,False
S000,0,34,overworld,12,3,0.0,,0.7113999999999999,0.8728128205128204,0.5945298701298701,1.7172628438228439,partial,none,,False
S000,0,35,overworld,8,2,0.0,,1.2653199999999998,0.8241466666666665,0.5945298701298701,1.7172628438228439,partial,none,,False
S000,0,36,cave,8,2,1.0,,0.7231307692307694,0.8241466666666665,0.6071148351648352,1.7172628438228439,partial,none,,False
S000,0,37,deep,12,3,3.0,,2.9235866666666666,0.8241466666666665,0.6071148351648352,1.7202018181818182,partial,none,,False
S000,0,38,cave,4,1,3.0,,1.2667444444444445,0.8241466666666665,0.7309188034188034,1.7202018181818182,partial,none,,False
S000,0,39,cave,0,0,0.0,0.7142857142857143,0.28014,0.8241466666666665,0.6842288034188034,1.7202018181818182,full,a_lot,consider,False
S000,0,40,deep,12,3,0.0,2.2857142857142856,2.579635294117647,0.8241466666666665,0.6842288034188034,1.6342139750445632,full,a_lot,consider,False
S000,0,41,deep,4,1,0.0,,0.37076000000000003,0.8241466666666665,0.6842288034188034,1.5724206417112296,partial,none,,False
S000,0,42,overworld,4,1,0.0,0.0,0.59596,0.7248199999999999,0.6842288034188034,1.5724206417112296,full,little,highlight,False
S000,0,43,overworld,10,2,0.0,2.0,1.1164588235294115,0.6876047058823528,0.6842288034188034,1.5724206417112296,full,little,consider,False
S000,0,44,cave,4,1,2.0,-0.4285714285714286,1.4000636363636365,0.6876047058823528,0.7175586013986015,1.5724206417112296,full,a_lot,consider,False
S000,0,45,overworld,8,2,1.0,1.0,1.1041999999999998,0.6845399999999999,0.7175586013986015,1.5724206417112296,full,little,highlight,False
S000,0,46,deep,12,3,0.0,,2.3080947368421048,0.6845399999999999,0.7175586013986015,1.5045355023923443,partial,none,,True
S000,0,47,deep,8,2,4.0,,2.4502923076923073,0.6845399999999999,0.7175586013986015,1.5749767611336032,partial,none,,False
S000,0,48,overworld,8,2,1.0,,1.0942761904761902,0.6820590476190475,0.7175586013986015,1.5749767611336032,partial,none,,False
S000,0,49,overworld,4,1,0.0,,0.4256857142857143,0.639490476190476,0.7175586013986015,1.5749767611336032,partial,none,,False
S000,0,50,overworld,8,2,0.0,1.5714285714285714,0.9991217391304344,0.6157018633540371,0.7175586013986015,1.5749767611336032,full,a_lot,highlight,False
S000,0,51,cave,4,1,0.0,,1.184669230769231,0.6157018633540371,0.66371,1.5749767611336032,partial,none,,False
S000,0,52,overworld,8,2,2.0,-1.75,1.0791919999999997,0.6357194285714285,0.66371,1.5749767611336032,full,a_lot,highlight,False
S000,0,53,cave,0,0,0.0,,0.2001,0.6357194285714285,0.6437,1.5749767611336032,partial,none,,False
S000,0,54,cave,12,3,0.0,0.5,0.28014,0.6357194285714285,0.59701,1.5749767611336032,full,little,highlight,False
S000,0,55,overworld,8,2,0.0,,0.9992518518518516,0.6157343915343915,0.59701,1.5749767611336032,partial,none,,True
S000,0,56,overworld,8,2,4.0,,1.2062,0.6674714285714285,0.59701,1.5749767611336032,partial,none,,False
S000,0,57,cave,8,2,0.0,4.0,0.6267133333333335,0.6674714285714285,0.5729056410256411,1.5749767611336032,full,little,consider,False
S000,0,58,cave,4,1,4.0,,1.560046666666667,0.6674714285714285,0.6667500000000001,1.5749767611336032,full,none,,False
S000,0,59,cave,4,1,0.0,1.5,1.3765117647058827,0.6674714285714285,0.620866274509804,1.5749767611336032,full,a_lot,highlight,False
S000,0,60,overworld,12,3,3.0,,1.2199777777777776,0.794615873015873,0.620866274509804,1.5749767611336032,partial,none,,False
S000,0,61,deep,12,3,0.0,,2.08827619047619,0.794615873015873,0.620866274509804,1.5200221245421244,partial,none,,False
S000,0,62,cave,4,1,2.0,,1.442142105263158,0.794615873015873,0.6372738596491229,1.5200221245421244,partial,none,,False
S000,0,63,cave,4,1,2.0,-1.625,1.4952714285714286,0.794615873015873,0.6505561904761904,1.5200221245421244,full,a_lot,highlight,False
S000,0,64,deep,8,2,0.0,,2.1235866666666663,0.794615873015873,0.6505561904761904,1.4383457142857141,partial,none,,True
S000,0,65,deep,8,2,0.0,3.5,1.8737529411764702,0.794615873015873,0.6505561904761904,1.375887282913165,full,little,highlight,False
S001,0,0,cave,4,1,0.0,,0.4669,0.9798,1.1672500000000001,1.8538000000000001,partial,none,,True
S001,0,1,cave,8,2,3.0,,2.4669,0.9798,1.4338000000000002,1.8538000000000001,partial,none,,False
S001,0,2,cave,8,2,0.0,,1.48014,0.9798,1.18711,1.8538000000000001,partial,none,,False
S001,0,3,deep,8,2,2.0,,1.9512666666666665,0.9798,1.18711,1.8781666666666665,partial,none,,False
S001,0,4,overworld,12,3,0.0,0.75,0.3266,0.8165,1.18711,1.8781666666666665,full,a_lot,highlight,False
S001,0,5,overworld,4,1,0.0,,0.3266,0.6532,1.18711,1.8781666666666665,full,none,,False
S001,0,6,overworld,8,2,0.0,,0.3266,0.4899,1.18711,1.8781666666666665,full,none,,False
S001,0,7,overworld,0,0,1.0,,0.9932666666666666,0.49326666666666663,1.18711,1.8781666666666665,partial,none,,False
S001,0,8,deep,8,2,0.0,,1.17076,0.49326666666666663,1.18711,1.68304,partial,none,,False
S001,0,9,deep,0,0,0.0,,0.6179333333333333,0.49326666666666663,1.18711,1.3740733333333335,partial,none,,True
S001,0,10,deep,8,2,4.0,,1.9791142857142856,0.49326666666666663,1.18711,1.5761619047619049,partial,none,,False
S001,0,11,overworld,0,0,0.0,,0.59596,0.39394,1.18711,1.5761619047619049,partial,none,,False
S001,0,12,deep,0,0,0.0,0.0,0.37076000000000003,0.39394,1.18711,1.5143685714285713,full,little,consider,False
S001,0,13,overworld,12,3,0.0,0.5,0.19596000000000002,0.36128000000000005,1.18711,1.5143685714285713,full,little,highlight,False
S001,0,14,cave,0,0,3.0,,2.4669,0.36128000000000005,1.4536600000000002,1.5143685714285713,partial,none,,False
S001,0,15,deep,4,1,1.0,0.7142857142857142,1.2846,0.36128000000000005,1.4536600000000002,1.3720685714285714,full,a_lot,highlight,False
S001,0,16,cave,0,0,0.0,,1.48014,0.36128000000000005,1.20697,1.3720685714285714,partial,none,,False
S001,0,17,overworld,1,0,0.0,0.5714285714285714,0.4256857142857143,0.31871142857142853,1.20697,1.3720685714285714,full,a_lot,consider,False
S001,0,18,deep,8,2,0.0,,1.539311111111111,0.31871142857142853,1.20697,1.2621177777777777,partial,none,,True
S001,0,19,deep,8,2,3.0,,1.804890909090909,0.31871142857142853,1.20697,1.3285127272727273,partial,none,,False
S001,0,20,cave,4,1,0.0,2.0,0.28014,0.31871142857142853,1.1602800000000002,1.3285127272727273,full,little,highlight,False
S001,0,21,cave,12,3,0.0,,0.4669,0.31871142857142853,0.92683,1.3285127272727273,partial,none,,True
S001,0,22,cave,0,0,0.0,0.7142857142857143,1.0572428571428572,0.31871142857142853,0.8211057142857143,1.3285127272727273,full,a_lot,highlight,False
S001,0,23,cave,14,3,0.0,2.0,0.28014,0.31871142857142853,0.7744157142857143,1.3285127272727273,full,little,consider,False
S001,0,24,cave,0,0,0.0,,0.8223,0.31871142857142853,0.71568,1.3285127272727273,partial,none,,False
S001,0,25,cave,0,0,2.0,-0.1428571428571428,1.0364272727272728,0.31871142857142853,0.7692118181818182,1.3285127272727273,full,a_lot,consider,False
S001,0,26,overworld,0,0,0.0,,0.3310888888888889,0.2950622222222222,0.7692118181818182,1.3285127272727273,partial,none,,False
S001,0,27,cave,0,0,0.0,,0.8769769230769232,0.2950622222222222,0.7293492307692307,1.3285127272727273,partial,none,,False
S001,0,28,deep,12,3,0.0,0.0,0.6179333333333333,0.2950622222222222,0.7293492307692307,1.0195460606060607,full,little,highlight,False
S001,0,29,deep,4,1,2.0,,1.57076,0.2950622222222222,0.7293492307692307,1.0910860606060606,partial,none,,False
S001,0,30,cave,8,2,0.0,0.0,1.0572428571428572,0.2950622222222222,0.623624945054945,1.0910860606060606,full,little,highlight,False
S001,0,31,deep,10,2,0.0,0.0,1.5272153846153846,0.2950622222222222,0.623624945054945,1.0216671794871794,full,little,consider,False
S001,0,32,overworld,4,1,0.0,,0.19596000000000002,0.2624022222222222,0.623624945054945,1.0216671794871794,partial,none,,True
S001,0,33,overworld,8,2,4.0,,1.7959600000000002,0.6297422222222223,0.623624945054945,1.0216671794871794,partial,none,,False
S001,0,34,deep,8,2,3.0,,1.7235866666666666,0.6297422222222223,0.623624945054945,1.07076,full,none,,False
S001,0,35,deep,4,1,4.0,,2.264828571428571,0.6297422222222223,0.623624945054945,1.2442771428571429,full,none,,False
S001,0,36,deep,5,1,1.0,1.8571428571428572,1.9837555555555555,0.6297422222222223,0.623624945054945,1.1740088888888889,full,a_lot,consider,False
S001,0,37,overworld,12,3,1.0,,0.4256857142857143,0.6871736507936509,0.623624945054945,1.1740088888888889,partial,none,,False
S001,0,38,overworld,11,2,0.0,0.0,1.2828285714285714,0.5588907936507936,0.623624945054945,1.1740088888888889,full,little,consider,False
S001,0,39,cave,8,2,1.0,,1.0445222222222221,0.5588907936507936,0.6204447863247863,1.1740088888888889,partial,none,,False
S001,0,40,deep,4,1,2.0,0.5,1.986709090909091,0.5588907936507936,0.6204447863247863,1.1747472727272728,full,little,highlight,False
S001,0,41,deep,4,1,2.0,,1.9887538461538463,0.5588907936507936,0.6204447863247863,1.1752584615384616,partial,none,,False
S001,0,42,overworld,0,0,1.0,1.5,0.4527090909090909,0.5892958441558441,0.6204447863247863,1.1752584615384616,full,a_lot,highlight,False
S001,0,43,deep,4,1,2.0,-0.2857142857142858,1.9902533333333334,0.5892958441558441,0.6204447863247863,1.1756333333333333,full,a_lot,consider,False
S001,0,44,overworld,12,3,0.0,,0.3310888888888889,0.5656466378066378,0.6204447863247863,1.1756333333333333,partial,none,,False
S001,0,45,cave,0,0,2.0,-0.625,1.0267133333333334,0.5656466378066378,0.6578788888888888,1.1756333333333333,full,a_lot,highlight,False
S001,0,46,cave,0,0,4.0,,1.3765117647058824,0.5656466378066378,0.7453284967320261,1.1756333333333333,full,none,,False
S001,0,47,overworld,8,2,0.0,,0.9977555555555556,0.49437838383838384,0.7453284967320261,1.1756333333333333,partial,none,,False
S001,0,48,cave,8,2,1.0,,1.0364272727272725,0.49437838383838384,0.7433047593582888,1.1756333333333333,partial,none,,False
S001,0,49,overworld,13,3,0.0,0.0,0.27089090909090907,0.47932888888888886,0.7433047593582888,1.1756333333333333,full,little,consider,False
S001,0,50,cave,12,3,4.0,,1.342957142857143,0.47932888888888886,1.0090090450725746,1.1756333333333333,partial,none,,False
S001,0,51,deep,8,2,4.0,,1.9914,0.47932888888888886,1.0090090450725746,1.2425866666666667,partial,none,,False
S001,0,52,deep,4,1,2.0,,1.9914,0.47932888888888886,1.0090090450725746,1.2428733333333333,partial,none,,False
S001,0,53,overworld,12,3,0.0,,0.22921538461538463,0.46891000777000774,1.0090090450725746,1.2428733333333333,partial,none,,False
S001,0,54,overworld,8,2,0.0,,0.8163454545454546,0.42355748251748254,1.0090090450725746,1.2428733333333333,partial,none,,True
S001,0,55,overworld,9,2,0.0,0.7142857142857143,0.6907538461538463,0.39215958041958043,1.0090090450725746,1.2428733333333333,full,a_lot,consider,False
S001,0,56,cave,12,3,0.0,,1.0445222222222221,0.39215958041958043,0.9344003149138443,1.2428733333333333,partial,none,,False
S001,0,57,overworld,8,2,1.0,,0.7319866666666667,0.40246778554778556,0.9344003149138443,1.2428733333333333,partial,none,,False
S001,0,58,overworld,8,2,1.0,,0.7635176470588235,0.4103505306458248,0.9344003149138443,1.2428733333333333,partial,none,,False
S001,0,59,overworld,8,2,1.0,-1.0,0.7884105263157893,0.41657375046006623,0.9344003149138443,1.2428733333333333,full,little,highlight,False
S001,0,60,deep,4,1,2.0,,1.9923052631578946,0.41657375046006623,0.9344003149138443,1.243099649122807,partial,none,,False
S001,0,61,cave,8,2,0.0,,0.8769769230769229,0.41657375046006623,0.8945377275012568,1.243099649122807,full,none,,False
S001,0,62,deep,4,1,0.0,,1.8025619047619046,0.41657375046006623,0.8945377275012568,1.1956638095238095,partial,none,,False
S001,0,63,cave,15,3,4.0,-4.0,1.5818818181818182,0.41657375046006623,1.0288776264911559,1.1956638095238095,full,little,consider,False
S001,0,64,cave,12,3,0.0,2.0,1.3385153846153848,0.41657375046006623,0.9680360180995475,1.1956638095238095,full,a_lot,consider,False
S001,0,65,deep,8,2,0.0,2.7142857142857144,1.781778947368421,0.41657375046006623,0.9680360180995475,1.1432585463659146,full,a_lot,highlight,False
S002,0,0,cave,8,2,0.0,,0.4669,0.9798,1.1672500000000001,1.8538000000000001,full,none,,False
S002,0,1,cave,2,0,3.0,1.0,2.4669,0.9798,1.4338000000000002,1.8538000000000001,full,little,consider,False
S002,0,2,deep,8,2,0.0,,0.6179333333333333,0.9798,1.4338000000000002,1.5448333333333335,partial,none,,True
S002,0,3,overworld,4,1,2.0,-2.0,1.6599333333333333,1.1498333333333333,1.4338000000000002,1.5448333333333335,full,little,highlight,False
S002,0,4,deep,12,3,1.0,,1.2846,1.1498333333333333,1.4338000000000002,1.4025333333333334,partial,none,,False
S002,0,5,cave,4,1,3.0,,2.4669,1.1498333333333333,1.7003499999999998,1.4025333333333334,partial,none,,False
S002,0,6,cave,12,3,4.0,-2.375,3.133566666666667,1.1498333333333333,2.133566666666667,1.4025333333333334,full,a_lot,highlight,False
S002,0,7,deep,1,0,0.0,0.0,0.6179333333333333,1.1498333333333333,2.133566666666667,1.0935666666666666,full,little,consider,False
S002,0,8,deep,4,1,0.0,,0.6179333333333333,1.1498333333333333,2.133566666666667,0.7846,partial,none,,True
S002,0,9,deep,12,3,3.0,,1.97076,1.1498333333333333,2.133566666666667,0.95614,full,none,,False
S002,0,10,overworld,14,3,0.0,0.0,0.3266,0.9865333333333333,2.133566666666667,0.95614,full,little,consider,False
S002,0,11,cave,13,3,4.0,-3.142857142857143,3.4801400000000005,0.9865333333333333,2.22021,0.95614,full,a_lot,consider,False
S002,0,12,overworld,12,3,0.0,0.8571428571428571,0.19596000000000002,0.9538733333333332,2.22021,0.95614,full,a_lot,consider,False
S002,0,13,overworld,4,1,0.0,,0.9959600000000001,0.78788,2.22021,0.95614,full,none,,False
S002,0,14,overworld,8,2,0.0,0.5714285714285714,0.3266,0.62458,2.22021,0.95614,full,a_lot,highlight,False
S002,0,15,cave,4,1,1.0,,1.8801400000000001,0.62458,2.0735200000000003,0.95614,partial,none,,False
S002,0,16,overworld,5,1,1.0,-1.0,0.9971142857142856,0.6248685714285714,2.0735200000000003,0.95614,full,little,consider,False
S002,0,17,overworld,8,2,3.0,,1.39596,0.8922085714285714,2.0735200000000003,0.95614,partial,none,,False
S002,0,18,deep,8,2,2.0,,1.17076,0.8922085714285714,2.0735200000000003,1.0943466666666668,partial,none,,False
S002,0,19,cave,0,0,0.0,,1.48014,0.8922085714285714,1.8268300000000002,1.0943466666666668,partial,none,,True
S002,0,20,overworld,8,2,3.0,,1.8542571428571428,1.0067828571428572,1.8268300000000002,1.0943466666666668,partial,none,,False
S002,0,21,overworld,8,2,2.0,-2.0,1.8866444444444441,1.0148796825396824,1.8268300000000002,1.0943466666666668,full,little,highlight,False
S002,0,22,overworld,8,2,4.0,,2.270890909090909,1.1109412987012988,1.8268300000000002,1.0943466666666668,partial,none,,False
S002,0,23,cave,12,3,3.0,,3.3429571428571427,1.1109412987012988,1.7925342857142859,1.0943466666666668,full,none,,False
S002,0,24,deep,12,3,2.0,-0.375,1.9791142857142856,1.1109412987012988,1.7925342857142859,1.0964352380952382,full,a_lot,highlight,False
S002,0,25,cave,12,3,4.0,-3.0,3.4889666666666663,1.1109412987012988,1.8290366666666666,1.0964352380952382,full,little,highlight,False
S002,0,26,deep,12,3,4.0,-2.0,2.4282,1.1109412987012988,1.8290366666666666,1.2087066666666666,full,little,highlight,False
S002,0,27,cave,12,3,2.0,0.0,3.2182454545454546,1.1109412987012988,1.7613563636363638,1.2087066666666666,full,little,highlight,False
S002,0,28,deep,12,3,2.0,,2.3503454545454545,1.1109412987012988,1.7613563636363638,1.1892430303030304,partial,none,,False
S002,0,29,cave,5,1,0.0,2.0,1.342957142857143,1.1109412987012988,1.6270606493506494,1.1892430303030304,full,little,consider,False
S002,0,30,overworld,8,2,0.0,,1.921523076923077,1.0235993406593407,1.6270606493506494,1.1892430303030304,full,none,,False
S002,0,31,cave,12,3,4.0,,3.338515384615385,1.0235993406593407,1.657128131868132,1.1892430303030304,partial,none,,False
S002,0,32,deep,12,3,3.0,-1.375,2.4502923076923078,1.0235993406593407,1.657128131868132,1.2142297435897436,full,a_lot,highlight,False
S002,0,33,cave,12,3,2.0,,3.160046666666667,1.0235993406593407,1.6125109523809524,1.2142297435897436,partial,none,,False
S002,0,34,overworld,8,2,2.0,,1.9319866666666667,1.026215238095238,1.6125109523809524,1.2142297435897436,partial,none,,False
S002,0,35,deep,8,2,0.0,,0.8362571428571428,1.026215238095238,1.6125109523809524,1.1306040293040294,partial,none,,False
S002,0,36,overworld,8,2,0.0,,1.704694117647059,0.9693921008403361,1.6125109523809524,1.1306040293040294,partial,none,,True
S002,0,37,overworld,8,2,4.0,,1.9463052631578945,1.0297948872180451,1.6125109523809524,1.1306040293040294,partial,none,,False
S002,0,38,deep,12,3,3.0,,2.5235866666666666,1.0297948872180451,1.6125109523809524,1.148927619047619,partial,none,,False
S002,0,39,deep,15,3,3.0,1.0,2.579635294117647,1.0297948872180451,1.6125109523809524,1.1629397759103641,full,little,consider,False
S002,0,40,cave,13,3,0.0,1.0,2.7882764705882357,1.0297948872180451,1.5195684033613446,1.1629397759103641,full,a_lot,consider,False
S002,0,41,deep,12,3,0.0,,2.3080947368421048,1.0297948872180451,1.5195684033613446,1.0950546365914784,partial,none,,False
S002,0,42,overworld,0,0,0.0,,0.3266,0.866494887218045,1.5195684033613446,1.0950546365914784,partial,none,,False
S002,0,43,cave,12,3,0.0,,2.4947736842105264,0.866494887218045,1.4461927067669174,1.0950546365914784,partial,none,,False
S002,0,44,cave,12,3,0.0,,2.2571761904761902,0.866494887218045,1.3867933333333333,1.0950546365914784,partial,none,,True
S002,0,45,overworld,8,2,0.0,,1.760942857142857,0.8201542857142856,1.3867933333333333,1.0950546365914784,partial,none,,False
S002,0,46,overworld,8,2,0.0,,1.6078173913043476,0.7818729192546583,1.3867933333333333,1.0950546365914784,partial,none,,False
S002,0,47,deep,12,3,0.0,0.0,2.08827619047619,0.7818729192546583,1.3867933333333333,1.0400999999999998,full,little,highlight,False
S002,0,48,cave,4,1,2.0,,1.4889666666666665,0.7818729192546583,1.423295714285714,1.0400999999999998,partial,none,,False
S002,0,49,deep,12,3,0.0,,1.9066869565217388,0.7818729192546583,1.423295714285714,0.994702691511387,partial,none,,False
S002,0,50,deep,12,3,2.0,,1.9141519999999996,0.7818729192546583,1.423295714285714,0.9965689523809522,partial,none,,False
S002,0,51,cave,12,3,0.0,,2.0608999999999997,0.7818729192546583,1.3742266666666665,0.9965689523809522,partial,none,,False
S002,0,52,cave,0,0,3.0,,1.9143857142857144,0.7818729192546583,1.482788095238095,0.9965689523809522,partial,none,,False
S002,0,53,deep,12,3,0.0,,1.7723629629629627,0.7818729192546583,1.482788095238095,0.961121693121693,full,none,,False
S002,0,54,cave,12,3,2.0,,2.056028,0.7818729192546583,1.4815700952380952,0.961121693121693,partial,none,,False
S002,0,55,deep,12,3,4.0,,1.9259931034482756,0.7818729192546583,1.4815700952380952,0.9995292282430213,partial,none,,False
S002,0,56,deep,12,3,0.0,1.1428571428571428,1.8017354838709674,0.7818729192546583,1.4815700952380952,0.9684648233486941,full,a_lot,consider,False
S002,0,57,overworld,8,2,1.0,,1.559192,0.7697165714285713,1.4815700952380952,0.9684648233486941,partial,none,,False
S002,0,58,deep,12,3,4.0,,1.934963636363636,0.7697165714285713,1.4815700952380952,1.0017718614718614,partial,none,,False
S002,0,59,deep,12,3,3.0,-0.8571428571428572,1.9958228571428565,0.7697165714285713,1.4815700952380952,1.0169866666666665,full,a_lot,consider,False
S002,0,60,cave,12,3,2.0,,2.0518777777777775,0.7697165714285713,1.4805325396825395,1.0169866666666665,partial,none,,False
S002,0,61,overworld,4,1,0.0,,0.7755333333333332,0.7143213333333333,1.4805325396825395,1.0169866666666665,partial,none,,True
S002,0,62,overworld,8,2,3.0,-2.5714285714285716,1.6659185185185184,0.7410029629629629,1.4805325396825395,1.0169866666666665,full,a_lot,highlight,False
S002,0,63,overworld,8,2,3.0,,1.7579241379310344,0.7640043678160918,1.4805325396825395,1.0169866666666665,partial,none,,False
S002,0,64,cave,12,3,4.0,-2.428571428571429,2.1862310344827582,0.7640043678160918,1.5141208538587847,1.0169866666666665,full,a_lot,highlight,False
S002,0,65,overworld,8,2,0.0,1.0,1.6445096774193546,0.7356507526881719,1.5141208538587847,1.0169866666666665,full,a_lot,consider,False
S003,0,0,deep,12,3,4.0,,3.2845999999999997,0.9798,1.4007,2.2115,partial,none,,False
S003,0,1,overworld,0,0,0.0,,0.3266,0.8165,1.4007,2.2115,partial,none,,False
S003,0,2,cave,12,3,0.0,,0.4669,0.8165,1.16725,2.2115,partial,none,,True
S003,0,3,overworld,4,1,0.0,,0.3266,0.6532,1.16725,2.2115,partial,none,,False
S003,0,4,cave,0,0,0.0,1.0,0.4669,0.6532,0.9338,2.2115,full,a_lot,highlight,False
S003,0,5,overworld,4,1,0.0,,0.19596000000000002,0.62054,0.9338,2.2115,partial,none,,False
S003,0,6,overworld,4,1,0.0,,0.13997142857142858,0.6065428571428572,0.9338,2.2115,full,none,,False
S003,0,7,cave,13,3,4.0,-1.1428571428571428,1.8801400000000001,0.6065428571428572,1.28711,2.2115,full,a_lot,consider,False
S003,0,8,deep,12,3,4.0,-2.375,3.57076,0.6065428571428572,1.28711,2.28304,full,a_lot,highlight,False
S003,0,9,cave,12,3,0.0,,1.342957142857143,0.6065428571428572,1.1528142857142858,2.28304,partial,none,,True
S003,0,10,deep,12,3,2.0,-1.0,3.1219714285714284,0.6065428571428572,1.1528142857142858,2.1708428571428575,full,little,highlight,False
S003,0,11,deep,12,3,0.0,,2.4282,0.6065428571428572,1.1528142857142858,1.9974000000000003,partial,none,,False
S003,0,12,overworld,12,3,0.0,,0.3266,0.44324285714285716,1.1528142857142858,1.9974000000000003,partial,none,,True
S003,0,13,overworld,8,2,4.0,-2.857142857142857,2.993266666666667,0.9466095238095239,1.1528142857142858,1.9974000000000003,full,a_lot,highlight,False
S003,0,14,cave,4,1,2.0,-1.0,1.8002333333333334,0.9466095238095239,1.2526976190476191,1.9974000000000003,full,little,highlight,False
S003,0,15,deep,12,3,0.0,2.0,1.986709090909091,0.9466095238095239,1.2526976190476191,1.887027272727273,full,a_lot,highlight,False
S003,0,16,deep,0,0,3.0,,2.6179333333333332,0.9466095238095239,1.2526976190476191,2.078060606060606,partial,none,,False
S003,0,17,deep,4,1,0.0,,0.6179333333333333,0.9466095238095239,1.2526976190476191,1.7690939393939393,partial,none,,False
S003,0,18,overworld,8,2,0.0,,1.7959600000000002,0.6472828571428572,1.2526976190476191,1.7690939393939393,partial,none,,False
S003,0,19,overworld,8,2,0.0,,1.2828285714285714,0.519,1.2526976190476191,1.7690939393939393,partial,none,,False
